text,text_preprocessed,label
keras banget dan ukuran nya gede :( jadi nya dikit banget,keras banget ukur gede dikit banget,negative
"Asli samsung, pelayanan sangat baik",asli samsung layan,positive
Pengiriman tepat waktu. Kondisi paket dan barang diterima dalam kondisi baik. Sudah dicoba dan berfungsi dengan baik. Terima kasih & Sukses selalu.,kirim kondisi paket barang terima kondisi coba fungsi terima kasih sukses,positive
"barang sesuai gambar, cuman perlu adaptor 12v lagi supaya bisa nyala. terima kasih juga buat kurirnya",barang sesuai gambar cuman adaptor 12v nyala terima kasih kurir,positive
Tidak menerawang. Mudah dibentuk. Warnanya cantik ??. pesanan cepat sampai. Baru pertama belanja d toko ini tidak mengecewakan.,terawang mudah bentuk warna cantik pesan cepat belanja toko kecewa,positive
Gampang dipakai. Gampang dibawa-bawa. Packaging aman ??.,gampang pakai gampang dibawabawa packaging aman,positive
barang bagus kualitas bagus harga terjangkau recommended,barang bagus kualitas bagus harga jangkau recommended,positive
pesannya cappucino datengnya ungu tua. aduuhhhh jauh bngat. baru pertama kali belanja udah mengecewakan????????,pesan cappucino datengnya ungu tua aduuhhhh bngat kali belanja udah kecewa,negative
kancing nya baru bbrp kali pake copot kurang kuat,kancing bbrp kali pake copot kuat,negative
"Pengiriman cepat, packing aman, barang bagus sesuai deskripsi, terimakasih",kirim cepat packing aman barang bagus sesuai deskripsi terimakasih,positive
"pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya",kirim banget dough jelek banget lentur,negative
"mantab. berfungsi dengan mantab, proses pengiriman cepat. TOP",mantab fungsi mantab proses kirim cepat top,positive
Material Produk Bagus. Kualitas Produk Bagus. Ukuran Produk Sesuai. Produk Original.,material produk bagus kualitas produk bagus ukur produk sesuai produk original,positive
"Alhamdulillah paketan nya sudah sampai, sesuai gambar nya, trimakasih ??????",alhamdulillah paket sesuai gambar trimakasih,positive
"Order 30pcs datangnya 29pcs. Ketahuan nya setelah dibongkar dan diberesin masuk ke kotak, ada satu kemasan 5 yg isinya cuma 4!!! Complain ditolak, krn gaada video unboxing.. Ternyata Unilever Official Account pun tak bisa dipercaya.. ??????",order 30pcs datang 29pcs tahu bongkar resin masuk kotak kemas isi complain tolak krn gaada video unboxing unilever official account percaya,negative
"bagus kokoh, sellernya ramah beut eyyy puas deh bakal repurchase lagi",bagus kokoh sellernya ramah beut eyyy puas deh repurchase,positive
Fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya,fitur muas band layar sentuh full sesuai harga,negative
"rekomended seller, barang sesuai deskripsi tingga; dicoba saja, niceee",rekomended seller barang sesuai deskripsi tingga coba niceee,positive
"sesuai dengan harga , lumayan lah lebih kencang dari speaker hp",sesuai harga lumayan kencang speaker hp,positive
mantaap barang datang dengab cepat,mantaap barang dengab cepat,positive
BOCOR!,bocor,negative
bahan terlalu tipis.. jahitan kurang kuat.. bs cpt sobek..,bahan tipis jahit kuat bs cpt sobek,negative
agak kecewa beli 13 pcs di ksh yg exp bln 4 2022 semua...,kecewa beli 13 pcs ksh exp bln 2022,negative
bagus lembut,bagus lembut,positive
"enak kartunya, sesuai ekspektasi, plastik beneran. licin . dan kerasa bakal awet",enak kartu sesuai ekspektasi plastik beneran licin rasa awet,positive
Mungil tapi bekerja dng baik. Dan murahh terjangkau.. pas dng kebutuhan,mungil dng murahh jangkau pas dng butuh,positive
"Pelayanan cepat, barang sesuai dan service bagus",layan cepat barang sesuai service bagus,positive
Pengiriman Lama!,kirim,negative
sukaaa bangett kakanya ramahh bgt dan responsif jugaaaa!!!! thank uuu,sukaaa bangett kakanya ramahh bgt responsif jugaaaa thank uuu,positive
"tolong di perhatikan bagian karet nya, ini kebalik karetnya,, ga sm lurus jahit nya, malah dkirimin brg reject :(",perhati karet balik karet sm lurus jahit dkirimin brg reject,negative
"bahannya plastik jelek, suaranya kecil banget, lampunya jg gk terlalu terang, bru jg dimainin udah patah",bahan plastik jelek suara banget lampu jg gk terang bru jg dimainin udah patah,negative
"Rasa tidak sesuai, gk ada kerasa daun jeruknya.BAD TASTE",sesuai gk rasa daun jeruknyabad taste,negative
kaleng penyok :(,kaleng penyok,negative
"Maaf ya, untuk produk yg ini saya kasih bintang 1 karena begitu semprotan pertama sprayer nya langsung tdk bs dipake.. Sudah coba diperbaiki ya ttp tdk bisa.. Seperti nya kahf perlu ganti supplier botol deh..",maaf produk kasih bintang semprot sprayer langsung tdk bs dipake coba baik ttp tdk kahf ganti supplier botol deh,negative
tertulis dapat hadiah. taunya bohong loh. g dapat apa2. bonusnya GK datang!!!!,tulis hadiah tau bohong loh apa2 bonus gk,negative
"semprotannya tidak berfungsi, sangat mengecewakan",semprot fungsi kecewa,negative
"Respon seller bagus tapi produknya tidak, suaranya kecil masih kalah dengan mic hp internal. Harga sangat tidak sesuai dengan kualitas",respon seller bagus produk suara kalah mic hp internal harga sesuai kualitas,negative
Gampang dibawa-bawa Hasilnya awet Packaging aman ?? Gampang dipakai,gampang dibawabawa hasil awet packaging aman gampang pakai,positive
"Jumlahnya tidak sesuai dgn promonya. Setelah sy terima & dibuka, jumlahnya hanya 4 yg seharusnya 5.",sesuai promonya sy terima buka,negative
"Untuk barangnya sangat berkualitas, akan tetapi pengirimnya yang agak lama, terima kasih.",barang kualitas kirim terima kasih,positive
Bahannya luntur & agak lebih tipis dari yg tempat lain.,bahan luntur tipis,negative
"saya sengaja selesaikan pesanan ini agar bisa nulis ulasan sesuai pengalaman saya belanja dintoko ini. saya sempat tamyakan via chat tentang foto asli ikan dijawab ikannya sesuai gambar di etalase, saya tanya juga bukan burayak dijawab bukan. tapi faktanya.......... : NON SENSE YG DIKIRIM BURAYAK",sengaja selesai pesan nulis ulas sesuai alam belanja dintoko tamyakan via chat foto asli ikan ikan sesuai gambar etalase burayak fakta non sense kirim burayak,negative
"Kiyowo. Suka banget sm koleksi BT21 nya. Thanks UBS, pengiriman cepet dan packing aman.",kiyowo suka banget sm koleksi bt21 thanks ubs kirim cepet packing aman,positive
"yang motif ada yg Cacat ...minta 2 motif dikasih 1 dan polos 3 kwalitas kurang bagus, maklum barang china masih bagus buatan lokal",motif cacat motif kasih polos kwalitas bagus maklum barang china bagus buat lokal,negative
Pengiriman lama,kirim,negative
saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!,bom terima paket selesai yah gimana,negative
"Lampunya sering error padahal terhubung ke wifi, saklar hidup tapi dihidupin di hp gak mau nyala",lampu error hubung wifi saklar hidup dihidupin hp nyala,negative
"order dari tgl 26 Nov, baru sampai tgl 05 Dec ?? padahal order dari official store.. itupun setelah kemarin saya follow up sendiri ke ekspedisinya karena status Di toped Masih menunggu pick up paket sampai pun tidak dipacking dengan aman, hanya selembar plastik & basah kena hujan.. kapok ga berani lagi belanja disini??melulu ??, dichat ke penjual, yang balas sistem dan hanya info masih menunggu pick up.",order tgl 26 nov tgl 05 dec order official store itu kemarin follow up ekspedisi status toped tunggu pick up paket dipacking aman lembar plastik basah kena hujan kapok berani belanja disinimelulu dichat jual balas sistem info tunggu pick up,negative
"Proses cepat, paket dikemas dengan baik dan sampai dengan aman. Desain dan warna cantik dan minimalis, tidak boros tempat dan cocok untuk di kamar tidur.",proses cepat paket kemas aman desain warna cantik minimal boros cocok kamar tidur,positive
barang sesuai pesanan paking standar bagus pengiriman cepat sampai TKS gan,barang sesuai pesan paking standar bagus kirim cepat tks gan,positive
"barang tidak sesuai dengan pesanan..sy pesan warna hitam ukuran L di kirimnya hijau ukuran XL dan sy pesan warna hijau ukuran M di kirim nya ukuran L,, tingkat kan pelayanan bos,,semoga di pesanan berikutnya sesuai ya",barang sesuai pesanansy pesan warna hitam ukur kirim hijau ukur xl sy pesan warna hijau ukur kirim ukur tingkat layan bossemoga pesan sesuai,negative
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",trmksh barang sesuai pesan fungsi normal tingkat layan,positive
"kalo mau kirim baca note nya dong,...masa tiga2 nya dikirim warna sama,..trus fungsinya catatan buat apa",kirim baca note dongmasa tiga2 kirim warna samatrus fungsi catat,negative
gagang patah. coba dilem pakai lem cina blm tau kuat apa ngga ????,gagang patah coba lem pakai lem cina blm tau kuat ngga,negative
"Ok banget, beli 2 skaligus, barang baguss banget",banget beli skaligus barang baguss banget,positive
"beli 10 bungkus, ada 1 yg bahan plastik pembungkus nya beda.. dan kebuka sobek",beli 10 bungkus bahan plastik bungkus beda buka sobek,negative
"produk murah, sampai dengan selamat, dan wrapnya tebel. biar bintang yg bicara.",produk murah selamat wrapnya tebel biar bintang bicara,positive
barang dikrm beda dgn yg pesan,barang dikrm beda pesan,negative
Barang nya kotor banyak bintik hitam dan bintik putih mungkin jamuran.,barang kotor bintik hitam bintik putih jamur,negative
Koq dibungkus bubble doank tanpa kardus.. sy kan jg bayar kardus + bubble sis -_-,koq bungkus bubble doank kardus sy jg bayar kardus bubble sis,negative
"Bahan tebal. Barang Sesuai Deskripsi, pengiriman cepat",bahan tebal barang sesuai deskripsi kirim cepat,positive
"Sepatu Hancurrrr,..........................",sepatu hancurrrr,negative
"arrived safely! yayy puas banget, thank uuu Mizan! cantik banget bukunya????. ga ada defect apapun yuhu, puass! thank youu mizan!!????",arrived safely yayy puas banget thank uuu mizan cantik banget buku defect apa yuhu puass thank youu mizan,positive
ok guys mantap berfungsi dengan baik,guys mantap fungsi,positive
jelek mudah rusak,jelek mudah rusak,negative
Pesannya hitam datang barangnya biru Kesal kali dan malas komplain,pesan hitam barang biru kesal kali malas komplain,negative
"Packingnya BEST banget deh pokoknya aman. Kotak juga di double in, ada sterofoam didalam kotak jadi botol aman.",packingnya best banget deh pokok aman kotak double in sterofoam dalam kotak botol aman,positive
Sudah diterima dengan baik. Produk sesuai dan nyaman dipakai. Terima kasih.,terima produk sesuai nyaman pakai terima kasih,positive
Barang tidak bisa digunakan dan tidak ada CD Driver nya,barang cd driver,negative
"saat di unboxing barang terlihat bagus tpi pas baru di cek dengan seksama sticknya hancur dan bautnya hilang padahal packingan menggunakan kayu dan tidak ada penyok + PS baru di coba banyak game yg tidak mau serta dalam waktu 5 mnt PS langsung mati sendiri saat saya coba cek masalahnya ternyata kipas PS tidak menyala, saat saya tanya ke penjual ternyata PS hanya di cek sekedarnya saja dan setelah saya komplain saya disuruh mengembalikan ksana untuk di cek dan ongkir PP saya tanggung sendiri, sangat miris saya sangat percaya dengan toko meskipun ada ulasan yg buruk tpi saya tetap percaya dan tenyata barang yg datang sangat tdk memuaskan",unboxing barang bagus tpi pas cek seksama sticknya hancur baut hilang packingan kayu penyok ps coba game mnt ps langsung mati coba cek kipas ps nyala jual ps cek dar komplain suruh kembali ksana cek ongkir pp tanggung miris percaya toko ulas buruk tpi percaya tenyata barang tdk muas,negative
"Seneng banget dapet best deal beli 2 gratis 1 gini. Produk dipastikan original. Pengemasan cepat, dan sangat aman krn selain masih dalam packaging plastik, masih ditambah extra protection pake bubble wrap tebel. Terus dikasih bonus susu 2 dus juga walau akhirnya harus kasih ke temen karena belum punya baby hehe. Overall thanks a lot seller! ??",neng banget dapet best deal beli gratis gin produk original emas cepat aman krn packaging plastik tambah extra protection pake bubble wrap tebel kasih bonus susu dus kasih temen baby hehe overall thanks lot seller,positive
"sangat kecewa baru buka dari kotaknya sudah ada pegangan karet kepalanya patah, ke dua saya mau ngecas batrai pengecasannya konslet untung tidak terjadi kebakaran, sangat2 kecewa berbelanja di sini",kecewa buka kotak pegang karet kepala patah ngecas batrai cas konslet untung bakar sangat2 kecewa belanja,negative
Penjualnya ramah banget Proses pesanan cepat Layar sensitif. Packaging rapi Touch screen lancar Ada garansi toko,jual ramah banget proses pesan cepat layar sensitif packaging rapi touch screen lancar garansi toko,positive
rasanya kaya buav*ta. gk worth it,kaya buavta gk worth it,negative
"Saya kira bukunya gede ternyata kecil,selain kecil tidak tebal juga.untuk packing lebih di tingkatkan lagi karena bukunya ujungnya basah.selebihnya termasuk respons bagus ..",buku gede kecilselain tebal jugauntuk packing tingkat buku ujung basahselebihnya respons bagus,positive
"Brg sudah sampai dgn cepat,cm sehari. Tp sy kecewa krn sy minta warna di mix tp yg dtg cm wrn hitam,next cb dichek permintaan pembeli ya kak,ckp sekali sj belinya deh",brg cepatcm hari tp sy kecewa krn sy warna mix tp dtg cm wrn hitamnext cb dichek minta beli kakckp sj beli deh,negative
pesen 2 kabel data..1 sesuai deskripsi tapi 1 lagi barang lain... packing aman. pengiriman cepat yang nyiapin barang kurang teliti.. overall ok lah..,sen kabel data1 sesuai deskripsi barang packing aman kirim cepat nyiapin barang teliti overall,positive
baru satu hari sudah mampet dan sulit dibersihkan..sepertinya kurang recomended produk ini,mampet sulit dibersihkansepertinya recomended produk,negative
pesanan tidak sesuai ukuran.,pesan sesuai ukur,negative
faster better cheaper,faster better cheaper,positive
baru dipakai 2 kali dah metong,pakai kali dah metong,negative
"recommended seller!! barang udah sampai, packing rapih, barang sesuai deskripsi, thanks ya",recommended seller barang udah packing rapih barang sesuai deskripsi thanks,positive
Fittingnya kurang sesuai dgn apa yg diharapkan sih. Tapi bahannya enak lah,fittingnya sesuai harap bahan enak,negative
butut konyol minta kuning di kasih ijo stabilo barang jelek,butut konyol kuning kasih ijo stabilo barang jelek,negative
bahannya tipis dan jahitannya kurang rapi,bahan tipis jahit rapi,negative
kecewa pesan apa cat sepatu yang di kirim malah lem lagi.. hadeeeh.. ya sudah lah yg pasti sih kecewa..,kecewa pesan cat sepatu kirim lem hadeeeh kecewa,negative
"Dikirim bor nya kurang satu. Terus bukannya tinggal ngirim yang kurang, Saya harus ngirim balik 1 kotak. Buang2 ongkir. Sengaja dibikin repot.",kirim bor tinggal ngirim ngirim kotak buang2 ongkir sengaja bikin repot,negative
"sedikit agak lama pengiriman nya, dan pengemasan plastiknya tipis",kirim emas plastik tipis,negative
tidak sesuai ekspektasi saya......bahan tipis...cuma modelnya yg bagus,sesuai ekspektasi sayabahan tipiscuma model bagus,negative
kualitas main amat buruk.,kualitas main buruk,negative
produk dikirim tidak sesuai. harusnya 7911,produk kirim sesuai 7911,negative
Barang tidak sesuai dengan yg di iklankan seperti nya bekas,barang sesuai iklan bekas,negative
"tripodnya berkualitas. Produk sesuai deskripsi. packingnya aman ??. cuma sayang,gak tau kenapa bagian tengahnya gak bisa di pasang,gak ngait di aluminiumnya malah lepas terus gak bisa nahan beban hp..paling bs di lem dlu bru di pakai..thank's tokopedia dan toko yg terkait..smga lancar usahanya..?? overall bgs..",tripod kualitas produk sesuai deskripsi packingnya aman sayanggak tau tengah pasanggak ngait aluminium lepas nahan beban hppaling bs lem dlu bru pakaithanks tokopedia toko terkaitsmga lancar usaha overall bgs,positive
"bukunya sampai dengan selamattt, tapi sayang banget di beberapa sudutnya ada sedikit damage",buku selamattt sayang banget sudut damage,positive
Gameny aman buat online offline. Anak saya suka banget mainnya. trims seller,gameny aman online offline anak suka banget main trims seller,positive
mantab berkwalitasWarnanya cantik ??. Potongannya rapi. Ukurannya sesuai. Bahannya adem. Produk berkualitas. Produk sesuai dengan foto.,mantab berkwalitaswarnanya cantik potong rapi ukur sesuai bahan adem produk kualitas produk sesuai foto,positive
"kartunya kw semua,katanya ori gimana sih",kartu kw semuakatanya ori gimana,negative
"sepertinya bukan gepuk fresh, rasanya gak enak dan 3 hari kemudian dah berjamur... sayang bgt padahal beli banyak dibuang semua deh",gepuk fresh enak dah jamur sayang bgt beli buang deh,negative
"barang cuma 25 rebu, masa kudu di video in pas unboxing. Sudah menjadi tugas QC utk cek dengan teliti, apakah barang yg dikirim sudah lengkap atau belum. Parahhh",barang 25 rebu kudu video in pas unboxing tugas qc utk cek teliti barang kirim lengkap parahhh,negative
Bagusssss bangeeettttt ????????????,bagusssss bangeeettttt,positive
ga sesuai foto .. dan bahan bukan kulit lembu BOHONG,sesuai foto bahan kulit lembu bohong,negative
bahannya katun tapi kurang adem,bahan katun adem,negative
"istri saya suka sekali, motif hewannya bagus tidak terlihat seperti sablon murahan, katanya pakai singlet aja gausah pake baju juga terlihat bagus. packing rapi, pengiriman cepat",istri suka motif hewan bagus sablon murah pakai singlet gausah pake baju bagus packing rapi kirim cepat,positive
"buckle/pengaitnya ga kuat, percuma jadi strap",bucklepengaitnya kuat strap,negative
knop kanan gabisa diputar,knop kanan gabisa putar,negative
"mantap kipasnya kenceng, barangnya berkualitas sesuai sama harga",mantap kipas kenceng barang kualitas sesuai harga,positive
Bahan sepatu jelek. Bahan kalep. Cpt rusak,bahan sepatu jelek bahan kalep cpt rusak,negative
Brang bagus. Kbel bisa cuma kalo di pake panas di pegangan lampunnya,brang bagus kbel pake panas pegang lampunnya,positive
"Barang baru diterima dicoba ternyata sudah rusak, masak nasi tidak panas. setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 - 2 minggu dan tidak bisa ganti baru. padahal barang baru datang dicoba sudah rusak. sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota.",barang terima coba rusak masak nasi panas bawa service center heating element rusak nunggu service minggu ganti barang coba rusak kondisi megang rice cookernya nunggu diservice repot service luar kota,negative
Hazecool AC Cleaner - Pembersih AC SPLIT & AC MOBIL,hazecool ac cleaner bersih ac split ac mobil,negative
mantap laptop jd adem ga cpt panas ????,mantap laptop jd adem cpt panas,positive
"barangnya jelek banget, ada lubang yg posisinya gak presisi, malah jd gk bisa dimasukin bautnya, aneh, padahal",barang jelek banget lubang posisi presisi jd gk dimasukin baut aneh,negative
"Pengiriman lama banget...oder hr minggu baru dikirim kamis, setiap ditanya jawabnya masih proses...barang dikirim salah size dan warna..order 34�, merah yg dikirim 32�, hitam...parah koordinasi nya",kirim bangetoder hr minggu kirim kamis prosesbarang kirim salah size warnaorder 34 merah kirim 32 hitamparah koordinasi,negative
"Rumah Rapi dan Nyaman. Rekomen ????. Material Produk Bagus. Produk Sesuai. Murah, respon seller & kiriman cepat, packingnya sangat aman, banyak cashback & cashbacknya bisa buat belanja yang lain lagi, gratis ongkir pastinya, bahannya lumayan bagus, oke oke oke lah pokoknya, demikian ulasan saya tidak terlalu panjang dan lebar, mungkin cukup sampai sini aja kali ya , terimakasih sudah menyimak review, sekian dan saya ucapkan terimakasih banyak. Ingat tetap patuhi protokol kesehatan, gunakan masker dan jaga jarak",rumah rapi nyaman rekomen material produk bagus produk sesuai murah respon seller kirim cepat packingnya aman cashback cashbacknya belanja gratis ongkir pasti bahan lumayan bagus oke oke oke pokok ulas lebar kali terimakasih simak review sekian ucap terimakasih patuh protokol sehat masker jaga jarak,positive
"Baru kali ini masak nasi porang tanpa berasa karet, praktis pula cuma diseduh air panas. MANTAABBB",kali masak nasi porang asa karet praktis seduh air panas mantaabbb,positive
kualitas aroma tidak sesuai ekspektasi,kualitas aroma sesuai ekspektasi,negative
barang sesuai deskripsi,barang sesuai deskripsi,positive
Barang diterima dengan kondisi pinggirannya patah...,barang terima kondisi pinggir patah,negative
Kemasan box bekas.....,kemas box bekas,negative
lilinnya kecil tdk.sesuai gambar. pdhl sy perlu angka 1 yg sesuai gambar. buat nemenin angka yg lainnya .,lilin tdksesuai gambar pdhl sy angka sesuai gambar nemenin angka,negative
pengiriman lama. cuma penjualnya responsif. blm bisa kasih bintang 5,kirim jual responsif blm kasih bintang,positive
"Packingnya rapi, bagus barangnya pengiriman cepat sellernya responsive ok banget deh bakal pesen lagi! Makasih seller!",packingnya rapi bagus barang kirim cepat sellernya responsive banget deh sen makasih seller,positive
"bagus, barang sampai cepat",bagus barang cepat,positive
"barang bagus ,motif nya jg cantik. respond penjual cepat",barang bagus motif jg cantik respond jual cepat,positive
buku udah pasti original dan sangat bagus dengan pengemasan super aman hanya saja pengirimannya lambat,buku udah original bagus emas super aman kirim lambat,positive
barangku kapan datang ? gua uda lama nunggu . males gua beli lagi,barang gua uda nunggu males gua beli,negative
Pengiriman lama. Padahal butuh urgent,kirim butuh urgent,negative
"Fast response, cepat sampai, sesuai pesanan. Recommended !!!",fast response cepat sesuai pesan recommended,positive
"mantap, meskipun bahannya bukan metal, tapi cukup kuat. udah dicoba sampe fret 6 pun suaranya ga sember. perlu diingat, ini capo gitar akustik ya bukan klasik, jadi bentuknya karetnya agak melengkung menyesuaikan bentuk fret akustik, bukan datar kyk gitar klasik",mantap bahan metal kuat udah coba sampe fret suara sember capo gitar akustik klasik bentuk karet lengkung sesuai bentuk fret akustik datar kyk gitar klasik,positive
"Ekspedisi Pengiriman lama banget, pas ngajuin komplain baru di kirim. Hadeh",ekspedisi kirim banget pas ngajuin komplain kirim hadeh,negative
Proses pesanan cepat.....terima kasih,proses pesan cepatterima kasih,positive
"Pengiriman cepat, packing aman.Produk disukai enak dan melengkapi asupan nutrisi yang diperlukan untuk pertumbuhan dan menjaga kesehatan.",kirim cepat packing amanproduk suka enak lengkap asupan nutrisi tumbuh jaga sehat,positive
"Ga sesuai expetasi, lebih mirip singlet drpd tanktop, beli putih 2, hitam 2 yg dikirim hitam semua pdhal sblm order sdh tanya saat cekout jg yg dipilih hitam, putih, packing rapi , pengiriman agak lama , penjual responsif",sesuai expetasi singlet drpd tanktop beli putih hitam kirim hitam pdhal sblm order sdh cekout jg pilih hitam putih packing rapi kirim jual responsif,negative
kecewa berat sama pedagang.warna yg dibeli kosong dikirim tanpa konfirmasi.pdhl sy sudh minta d cancel.sudh dikirim baru bilang warna habis.pdhl harga lumayan mahal.dikirim warna senada 4pcs.emang sy mau buat seragaman.,kecewa berat pedagangwarna beli kosong kirim konfirmasipdhl sy sudh cancelsudh kirim bilang warna habispdhl harga lumayan mahaldikirim warna nada 4pcsemang sy seragam,negative
selalu puas dan langganan pengiriman super cepat top pokoknya??,puas langgan kirim super cepat top pokok,positive
"posisi kancing dan lubamg kancing tidak sejajar, jadi saat dikancing bajunya panjang sebelah dan bagian leher tidak rata",posisi kancing lubamg kancing sejajar kancing baju belah leher,negative
pengiriman dibungkus plastik bening doang,kirim bungkus plastik bening doang,negative
"yaampunnn.... mentang� Rp. 0 x nih yah krna penguna baru... baju sih baju tapi gimna mau dipake lobang lehernya itu kecill amed,, anak yg 11 tahun pun gak bisa pakai... padahal mah lumayan lah bahannya walaupun tipis..",yaampunnn mentang rp yah krna penguna baju baju gimna dipake lobang leher kecill amed anak 11 pakai mah lumayan bahan tipis,negative
mantappppp,mantappppp,positive
Dimsum mantaap�.Selalu setia menemani dengan kehangatan di saat Musim hujan�.Setiap gigitannya Mak nyoos�Uenaaak Tenan�.Tks,dimsum mantaap setia tani hangat musim hujan gigit mak nyoos uenaaak tenan tks,positive
baru dipakai 1 bulan sudah rusak,pakai rusak,negative
respon penjual cepat dan ramah,respon jual cepat ramah,positive
paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh. dicek dalemnya lakban nya pun penyok-penyok. menyedihkan.,paket kondisi dus rusak kotor kayak bekas jatuh cek dalem lakban penyokpenyok sedih,negative
harga cuma 50rb kurang barang 2pcs tp alasan trlalu byk ga mau ganti.. toko ini kurang ajar,harga 50rb barang 2pcs tp alas trlalu byk ganti toko ajar,negative
JANGAN MAU BELI DI SINI. CEK REVIEW PENJUALAN NYA BANYAK YG RUSAK DI KIRIM. SAYA KORBAN JUGA. CEK FOTO BARANG YANG SAYA ORDER. SUPAYA YANG LAIN TIDAK JADI KORBAN.. KACAU TOKO INI MENJUAL BARANG RUSAK.,beli cek review jual rusak kirim korban cek foto barang order korban kacau toko jual barang rusak,negative
Gak ada instruksinya.. bingung jadinya,instruksi bingung,negative
"Barang udah sampai, tapi kondisinya sobek",barang udah kondisi sobek,negative
"pengiriman lama, lokasi toko saya di jakarta, ternyata di kirim dari yogyakarta",kirim lokasi toko jakarta kirim yogyakarta,negative
ukurannya tidak sesuai..pesan 5x7 dikirim 4x6,ukur sesuaipesan 5x7 kirim 4x6,negative
"barang sesuai gambar,paking rapih??",barang sesuai gambarpaking rapih,positive
"order minggu sampainya rabu, lambat nya minta ampuun, di tanyain baru info kalau overload orderan, itupun baru selasa dikirim, ga ada konfirmasi awal kalau overload orderan. ga tanggungjawab.",order minggu sampai rabu lambat ampuun tanyain info overload order itu selasa kirim konfirmasi overload order tanggungjawab,negative
"kecewa banget, barang lecet dan ada noda di sampul depan belakang, pengiriman lama banget pake kurir antaraja hih. buat adminnya kalo barang jelek gini jangan dikirim, jadi malas mo baca bukunya",kecewa banget barang lecet noda sampul kirim banget pake kurir antaraja hih adminnya barang jelek gin kirim malas mo baca buku,negative
barang selalu ok sdh repeat order bbrp kali selalu ok,barang sdh repeat order bbrp kali,positive
"Agak aneh aja sih seller minta ditambahin sebanyak 10x yg artinya 36rb, sedangkan di lapis hanya 2-3 lapis aja. sedangkan bubble aja 1 roll besar hanya 100rban aja. mungkin seller jualan bubble bukan jualan vga kali yaa?",aneh seller ditambahin 10x 36rb lapis 23 lapis bubble roll 100rban seller jual bubble jual vga kali yaa,negative
plastik yang uk. 50x75 itu tebel bnget bagus.. yang uk 40x60 agak tipis.. pengiriman cepat lumayan. thanks,plastik uk 50x75 tebel bnget bagus uk 40x60 tipis kirim cepat lumayan thanks,positive
"colokan adaptor mengalami kerusakan, respon seller butuh berhari2, diajak diskusi untuk cara memperbaiki sendiri tidak dibalas, akhirnya repair sendiri",colok adaptor alami rusa respon seller butuh berhari2 ajak diskusi baik balas repair,negative
Packingnya rapi banget dan wrapnya tebal. Produk original. Dikasih bonus air diffuser. Thank you,packingnya rapi banget wrapnya tebal produk original kasih bonus air diffuser thank you,positive
pesanan cepat sampai d tujuan barang tiada kendala,pesan cepat tuju barang tiada kendala,positive
"dapat flash sale 1000 dapat sekotak isi 12.. murah bangettttt.... produk bagus.. sesuai deskripsi, pengiriman cepat, packing aman... Terima kasih seller n toped..",flash sale 1000 kotak isi 12 murah bangettttt produk bagus sesuai deskripsi kirim cepat packing aman terima kasih seller toped,positive
"Kualitas kurang bagus, kertasnya tipis, bukan buku original",kualitas bagus kertas tipis buku original,negative
"barang tidak sesuai katanya 4-5 mm ternyata tipis sekali Dan jumlahnya tidak sesuai Dari 56 pcs yg dtg 54 pcs,,kwalitas jelek",barang sesuai 45 mm tipis sesuai 56 pcs dtg 54 pcskwalitas jelek,negative
"pertama transaksi, semoga berkah dan next order lagi ??",transaksi moga berkah next order,positive
barang tipis tdk sesuai yang dibilang tebal kapok belanja disini,barang tipis tdk sesuai bilang tebal kapok belanja,negative
"tidak sesuai deskripsi, tidak sesuai gambar, ada bbrapa tombol yg tidak berfungsi, mau retur, mau ganti dg model lain yg ada backlight, ga masalah nambah biaya, tp respon seller biikin kecewa!",sesuai deskripsi sesuai gambar bbrapa tombol fungsi retur ganti dg model backlight nambah biaya tp respon seller biikin kecewa,negative
"Talinya gak ada satu, jadi gak bisa diikatkan dibagian belakang, jadi keliatan gak pas",tali ikat bagi liat pas,negative
"sdh 2 kali belanja, fast respons, amanah,",sdh kali belanja fast respons amanah,positive
"mantap, terima kasih seller. order kemarin sore, 24 jam sudah tiba k daerah garut. barang sesuai deskripsi",mantap terima kasih seller order kemarin sore 24 jam daerah garut barang sesuai deskripsi,positive
respon cepat..cuma buku sampul hardcovernya penyok2..ada beberapa halaman sekitar 8 halaman yang posisinya kebalik-balik..,respon cepatcuma buku sampul hardcovernya penyok2ada halaman halaman posisi kebalikbalik,negative
Bukan jam harga mahal yg didiskon..tapi jam yang sesuai harga beli dan kualitasnya..,jam harga mahal didiskontapi jam sesuai harga beli kualitas,positive
"Pembelian kedua. Seller, seperti biasa, responsif. Pengemasan barang sangat baik, dengan bubble wrap dan menggunakan kotak lagi. Kualitas kimchi segar dan enak. Overall, good job!",beli seller responsif emas barang bubble wrap kotak kualitas kimchi segar enak overall good job,positive
Kualitas bahan mantap ??. Dijamin Termurah. Berfungsi dengan baik.,kualitas bahan mantap jamin murah fungsi,positive
