content,label
"Susah d pakainya, angin banyak yg bocor,",Negative
"Rasa tidak sesuai, gk ada kerasa daun jeruknya.BAD TASTE",Negative
bahan jelek dan kurang kokoh,Negative
gk ada plat besinya...cm ada label merk bahan,Negative
"barang sampai dengan selamat, dompet nya keren, bingkisan premium, seperti dompet mahal",Positive
alas kandang nya oke banged..tebal dan bahannya bagus..pengemasan dan pengiriman jg cepat ??????????,Positive
"barang sampe bungkusnya udh sobek, untungnya bukunya masih aman walau ujungnya sedikit rusak",Positive
"walaupun dapat saat harga flash sale, tetapi kualitas barang nya tetap bagus dan struktur nya kokoh utk smartphone pada umum nya.",Positive
Produk Original. Barang Sesuai Deskripsi. Bahan tebal. keren..,Positive
barang kurang 2 pcs yg dtg Dan kualitasnya jelek sekali Dari bahannya potongan yg g rapi Dan ketelabalan yg g sesuai 4-5 mm Di deskripsinya ternyata g sampai setebal itu,Negative
patah kaitannya gak bsa dipake deh,Negative
maaf cuma bs kasih 3 bintang. saya dpt barang yg penyok dan pelor hilang 1. respon dan pengiriman jg lambat,Negative
"ibarat bli kcing dlm karung, kainya tipis kyak kulit bwang trus nerawang bnget, pokok nya gk bgus bngt kcewa .??????",Negative
"semurah ini dan sebagus ini maaf ya telat baru ada kuota bajunya lagi dijemur,,,Ringan dipakai. Jahitannya rapi. Ukuran sesuai. Warnanya bagus ??. Bahan menyerap keringat. Tidak menerawang.",Positive
"Besar sekali ukurannya, jadi nggak kepake longgar pas saya pakai",Positive
"lumayan, biar pelayanan ala kadarnya. tapi di saat main kadang layar loss signal dari Wii console nya. trus kenapa harus beli hardisk yang begitu besar kalau isi 500game cuma 60gb",Negative
"pengiriman cepat, power banknya berfungsi baik, mudah 2 awet. mantap",Positive
"Ini seller tidak berkualitas.. Jawab lama dan barang yg dikirim tidak semua nya dan bertahap 2 x kirim..BUANG WAKTU NUNGGU.. Padahal sebelum pesan bilang ready stock... Dan ongkos kirim yg dibayar sameday ternyata dikirim berhari2 kemudian... TIDAK RECOMMENDED SELLER, JANGAN BUANG WAKTU ANDA DENGAN SELLER INI",Negative
"yg di pesan warna ngga sesuai klu memang ngga ada bilang aja ngga ada jgn bilang ada, saya ini beli bukan minta.",Negative
barang sudah diterima dalam kondisi baik. packing aman. makasi,Positive
"Bagus banget, hasilnya matte dan ga kering di bibir, di kulit gelap juga cocok. Dan tadi dicoba pake masker ga nyeplak lipstiknya. Cuma sayang warnya merahnya kurang nyala dibanding lipcream matte yg 005 impulse, tapi overall oke kok. Kalo make over keluarin warna baru lagi yang merahnya lebih nyala bakal order.",Positive
"mantap banget, recomend. barang yg diterima sesuai gambar!.",Positive
busyeettt..lamaaa amit nyampe brgnya.pdhl udh 2x order.,Negative
SERVICENYA BURUK BANGET!!!,Negative
Kendaraan menjadi kinclong kembali! Mantap!.,Positive
"dicharge lampu tidak nyala, sama sekali tidak bisa dipakai mau dikembalikan berat di ongkir HARUSNYA SEBELUM DIKIRIM DITES DULU, TOH PACKAGINYA TIDAK ADA SEGEL DITES DULU BOLEH KAYAKNYA SAYANGNYA BINTANG MINIMAL 1 NOT RECOMMEND",Negative
"TidAk jujur dan kelihatan kalau memaksakan barang terjual. Barang dikirim tidak sesuai pesanan. Dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak, dengan resiko barang yg di foto/ ditawarkan memang sebenarnya mungkin tidak ada.",Negative
"packaging kurang rapih, semua kemasan produk BOLT sobek.. sehingga ketika unboxing, isi makanan berantakan",Negative
Ada 1 shade yg salah kirim,Negative
"harga emang ga bohong. gampang patah, jadi bagi yg kerjar kualitas tidak disarankan, tp bagi yg kejar murah silahkan...",Negative
"Produk sesuai deskripsi, packing aman terlindung, pengiriman cepat, toko/ penjual responsif, alat sudah dicoba dan berfungsi, sangat direkomendasikan.",Positive
silent dan bagus untuk pekerjaan ringan,Positive
"Rasanya gak spt biasanya. Pembelian yg ke 3 ini ASIN KEBANGETAN !!! Udah gitu packingannya cuma dibuble wrap, tdk diberi dos spt biasanya, sehingga kripiknya banyak yg hancur !!",Negative
"Recommended seller. fast respons, kualitas barang cukup, sesu�i harga. terimakasih",Positive
ngisi powerbanknya lama bgt. sampe 8 jam lebih. pas di coba charge ke hape jg lama. 4 jam lebih. lebih lama dr ngecharge ke listrik langsung.,Negative
"Ini gmn, ssd nya gak bisa di pake.... Sy minta ganti...",Negative
Sepatunya enteng. Solnya empuk. Nyaman dipakai. Ukurannya sesuai. Desainnya sporty ??. Proses pesanan cepat. Warnanya cantik. Packaging aman ??.,Positive
saya tidak pernah dikecewakan oleh toko ini. pokoknya untuk urusan videografi dan fotografi saya senang belanja di sini,Positive
jahitannya ngga rapih ..banyak benang2 yg belom kepotong.ada juga benang yang copot :'(((,Negative
saya nggak terima paketnya sama sekali saya minta lacak malah no respon,Negative
"Sudah sampai ya handuknya.Pengiriman cepat,Harga bersaing,Kualitas bagus,cocok buat Traveling atau buat ganti2.Warnanya sesuai yg diminta,cerah warnanya.proses cepat.Pengiriman pake antar aja bagus,ramah kurirnya.Terimakasih Seller,Toped dan Kurirnya ya...Salam Sehat dan Sukses yaa",Positive
Pengiriman Lama dan Mainan Gak berfungsi dengan baik,Negative
"Di kirimnya yg hidden, bukan yg semata kaki. Kecewa",Negative
"Barang -1, chat no resp",Negative
"Baju tdk sesuai dgn gambar, lebih pendek,kantong kecil seperti baju anak2",Negative
"barang sudah sampai, packing aman pke bublewrap, pengiriman cepat, pesan kmren pgi, tdi pgi udh datang lgi, kurir ramah dan langganan, terimakasih tokopedia",Positive
sangat memuaskan dan cpt smpe,Positive
"Laptop rusak, pass di aktifkan fan error, setelah di perbaiki ternyata keyboardnya rusak, setelah ganti keyboardnya ternyata adaptornya rusak. jangan belanja disini",Negative
terima kasih banyak produk bagus selalu,Positive
"pengiriman cepat, harga murah. bahan sesuai harga",Positive
Ikannya mati jadi saya kecewa ah,Negative
"BAGUUUSSSS PACKING RAPUI, CEPAT SAMPAI, TERIMAKASIH SELLER.... SUKSES SELALUU...",Positive
Beli disini puas banyak di lebihin. pngiriman cepat pokonya mantap ??,Positive
Produk sesuai pesanan,Positive
"ini pembelian kedua, tapi saya kecewa. pas beli pertama kali suka banget parfumnya makanya order lagi, tapi wanginya gak konsisten, beda sama yg sebelumnya terus kemasan jga keliatan kayak luntur gitu tulisannya, pas dipegang cat botol parfumnya luntur ke tangan",Negative
"packing rapi n aman.. produk sesuai pesanan.. seller responsif.. utk rasa dendeng ny blm dicoba ya, mdh�an saja enak.. Thanks..",Positive
dijamin asli barangnya cuma packingnya pengirimannya sederhana sekali?? sampai ada lembar soal anak sd,Positive
Padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver ? Kalo ada mau pesen balo gold sama silvernya aja 10 pcs. Yang dateng warna warni kayak gini. Sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa,Negative
barangnya bagus,Positive
Lancaaaaarr semuanya. Kamarnya bagus. Terimakasih banyak yaaaaa ????,Positive
"BAGUSS BGTTTT SESUAII , btw aku bli yg s013 and s008",Positive
"Barang Mendarat,,produk original sesuai dengan deskripsi,kemasan rapi ,seller Ramah,fast respon pengiriman pun cepat pokok nya recomended dah,makasih tokopedia makasih admin??",Positive
Berfungsi tapi sayangnya penyok,Positive
Bahannya adem Warnanya cantik ?? Tebalnya pas! Jahitan rapi,Positive
Koq dibungkus bubble doank tanpa kardus.. sy kan jg bayar kardus + bubble sis -_-,Negative
Matras nya ada sobek,Negative
sudah sampai dan lengkap y gan. trins,Positive
"Selalu puas dgn pelayanan seller, pengirimannya cpt dan harga kompetitif...serta mumpung lg ada update next gen",Positive
"fast respons, original, mulus, pengiriman cepat, seller ramah dan tidak sombong ???? harga tolong dimurahin lagi",Positive
"Proses pesanan dan pengiriman barang cukup cepat, produk sesuai deskripsi, seller responsif, sukses dan tetap jaga protokol kesehatan ya seller! Terima kasih.",Positive
"saat diterima tutup wajan ad yg bermasalah dan di wajannya ad goresan. bermasalahnya bukan krn proses pengiriman. tapi emang dari sononya cacat. kecewa dengan respon penjual yang bilang goresannya g masalah. Padahal saya kan beli baru, beli wajan anti gores malah terima yang bergores dan kualitas bermasalah. lgs ajukan komplain. sdh terima wajannya lagi yang tidak gores, cuma tetep bbrp yg mengecewakan. kecewa.. jadi lama dan saya harus repot ngurus pengembalian barangnya. kalau mw jual yang diskon jangan kasih yang kualitasnya g bagus. atau sampaikan aja produknya ad bbrp bermasalah makanya dikasih diskon. resiko beli online. semoga awet",Negative
"Barang baru sampe, trus dicoba, awal nya bagus, tiba tiba mesin nya mati, udah dicoba berkali kali tetap ga hidup, seller di chat tidak respon, dana sudah diterima seller, tokopedia ga bisa bantu komplain saya, kecewa sekali. Sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya di cek, tiap hari saya tanya masih dicek, ga pernah sekalipun duluan kasih info soal barang saya, selalu saya yg tanya duluan, jadi kapan penyelesaian nya? Baru sekali ini belanja di tokopedia kena seller ga bagus begini, minta refund ga ditanggapi, barang saya juga ga tau kemana dan diapain, saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim, menyebalkan!!!",Negative
Pengiriman lama sekali. Respon penjual jg lambat,Negative
"fast respon, barang bagus, recommend..",Positive
barang gak sesuai..order warna hitam polos yg dtg malah motif,Negative
"terima kasih barang sudah di terima, tapi lain kali tolong di packing yang baik, soalnya yang saya terima hanya 1/2 aja",Negative
ga ada tanggapan mau komplain...padahal saya beli bukan minta...kecewa????,Negative
"Produk nya OK..kaca bersih, karet nya OK.. Kain pembersih nya OK jg Bersihin kaca walopun di awal sudah dipasang",Positive
2nd purchase & selalu amaze sm cara mrk packing.. tebellllll n rapihhhh bngt bubble wrap nyaaaa ??????????????????,Positive
paket AMAN....TQ gan,Positive
"kecewa dengan pelayanan toko ini, Dan nyesal denga toko ini, paket lama datang, dah itu paket tidak sampai di tempat tujuan. kalau boleh saya sarankan kepada pembeli lainnya, jangan pesan lagi deh ,barang disini, mereka tidak bertanggung jawab,",Negative
"Semua kelipet yg pakai mata ayam , print an juga gak rapi , kecewa sih",Negative
Barangnya bagus dan terlihat mewah. Designya juga keren. Pengiriman cepat dan di bungkus dengan rapi,Positive
"D produk yang d jual mereknya alus shoes tp pas nyampe mereknya tumpah,, Pesennya warna cream datengnya coklat muda ??",Negative
ukurannya lebih kecil dari 40 pada umumnya. sisanya ok.,Positive
lama bgt,Negative
Proses pesanan cepat. Respon penjualnya top. Packaging rapi.,Positive
"aromanya aneh, tidak seperti lemongrass yg pernah saya beli",Negative
"Produk ini, chip di dalamnya didaur ulang dan dipasang kembali setelah menggiling kata-kata aslinya. Pembeli harap perhatikan Teman-teman, tolong beri perhatian khusus",Negative
Barang diterima dengan kondisi pinggirannya patah...,Negative
"Mentang2 beli 1 buat ngepasin uang kenapa dikasih nya dlm kondisi bekas ya? Ga ada perekat sama sekali dan ada bekas lekukan juga. Iya murah, cuman harus profesional dong jualannya..",Negative
masa baru dateng langsung rusak,Negative
Barang kaga di kirim . Buat yg belanja banyak lebih teliti karena barang pasti ada yg kaga di kirim 1 item dari total belanja .pelajaran buat saya karena gak teliti .dan yg punya lapak juga gak ada solusi rugi 20k an gpp,Negative
"Paking barangnya kurang bagus,nyampe barang,adaptor didalam udah pecah.sampe sekarang belum bisa dicoba.",Negative
"Yg sebelah kanan ga bisa pas di telinga, udh dicoba 4 org,,hasilx sama ga bisa pas jadi dengarx ga maksimal",Negative
"Salah kirim produk, admin lama banget balesnya. Proses retur gak jelas",Negative
No good !!! Tidak puassss,Negative
Fitting tidak sesuai dgn celana pendek umumnya.,Negative
"susah payah narik balonnya biar mekar, eh bolong...",Negative
ukurannya gak sesuai deskripsi gk ada 30cm dan juga gk 2m.. parah sih beli 2 produk berbesa tapi gk rata semua potongannya..,Negative
"Enakkkk banget, cryyyyy! Packaging oke. Tengkyu!",Positive
packaging nya cuma plastik item itupun sobek pas baru diterima,Negative
Barangnya mulus..,Positive
Bahannya adem. Tebalnya pas!. Jahitan rapi. Sudah lngganan beli d sini dan selalu repeat order.....recomended seeller.....,Positive
"pengirimannya cepet banget, aku pesen kemarin hari ini udah sampe. barangnya juga aman, no damage samsek. mantappp??????",Positive
"mantap, terima kasih seller. order kemarin sore, 24 jam sudah tiba k daerah garut. barang sesuai deskripsi",Positive
geriginya bendonya kecil banget gak kayak di gambar...,Negative
KAPOK BELI DISINI,Negative
parah banget nih baju di cuci sekali langsung sablon nya ilangg rontok semua. . pArah jelek kualitas nya,Negative
barang asli nya tak seindah yg difoto:(,Negative
selalu puas dan langganan pengiriman super cepat top pokoknya??,Positive
Produk tdk ada dalam paket,Negative
benar benar mengecewakan. pelayanan lambat sekali,Negative
"warna dusty difoto sm aslinya beda, sama ada bagian atasan depan kotor seperti tinta bolpen",Negative
gak dapet enaknya maaff,Negative
"order teroooos,moga smua dimudahkn rzq ny...",Positive
"Pro : harga kaget flash sale, respon seller cepat dlm proses, konstruksi hampir seluruh nya dari logam kecuali mic holder. Con : Base plate tipis, baut ball head tidak presisi jadi harus ganti/modif. Baut konektor arm uk. 3/8x16tpi, bkn 1/4 jd kurang compactible, Holder HP kurang panjang, jd kl HP berat suka jatuh jika posisi menghadap ke bawah.",Positive
Terima kasih atas pelayanannya yg memuaskan. Sukses selalu,Positive
"Ada sedikit cacat, selainnya oke",Positive
enggak sesuai sama yg digambar,Negative
kecewa makanan yg di kirim kurang 1,Negative
saran saja kepada pihak penjual untuk cek terlebih dahulu barang yg mau dikirim jangan barang yg gak sesuai dikirim...makan waktu saja..,Negative
"harga murah , lucu, cepat kirim ... sukses ya",Positive
"Barang sesuai deskripsi, dan pengiriman tepat waktu. Sesuai harapan. Terima kasih!",Positive
"bahannya jelek, baru pake sehari sdh rusak",Negative
"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",Negative
�Produk sesuai deskripsi dan normal no minus �wow diluar ekspetasi �Semua fitur berfungsi baik. �Packing aman �Harga terjangkau �Seller agak slow respon??,Positive
"Barangnya ancur cuman d bungkus plastik, dengan harga segitu kualitas toko official store tp barang d terima ancur mah KAPOK",Negative
mantap pastelnya. ini pemesanan utk yg kesekian kalinya. selalu langganan n puas sm rasanya.. penjualnya jg ramah banget.. rekomend pokoknya,Positive
"setelah 3 hari pakai, gamepad bagian kanannya mati ketika direnggangkan, kecewa seller berbelit-belit.",Negative
"sesuai dengan harga , lumayan lah lebih kencang dari speaker hp",Positive
harga cuma 50rb kurang barang 2pcs tp alasan trlalu byk ga mau ganti.. toko ini kurang ajar,Negative
"produk bagus, ukuran pas, original",Positive
Ahh selalu memuaskan belanja disini,Positive
di minta warna dusty sma abu abu di kirim abu abu ama pink,Negative
"Packing rapih, cepat dan produk sesuai deskripsi. Recommended seller ??",Positive
"Build quality cakep,,stik normal smua,,pengiriman gak sampai 24jam,,??????recomended bgt",Positive
produk sesuai ekspektasi Dan pengiriman barang cepat pokoknya Recommended dah,Positive
"Beli cashew dikirim Almond ,, beli 2 dikirim cm 1 ,, gak berkah dagangan mu ..",Negative
barang yg saya terima tidak sesuai pesanan. barang yg saya order adalah ukuran 58x40 tapi yg datang adalah ukuran 57x30. dan tidak ada merek kecewa bgt dan tidak mau order lagi.,Negative
Bulatan besi yg disekrup tidak ada dan salah satu ujungnya tidak bisa diputar.,Negative
"Bahannya tipis dan ukuran XL nya kekecilan, terlalu sempit utk dipakai",Negative
"Barang Ori, bagus, masih segel, sejauh ini berfungsi dengan baik",Positive
"MANA BARANGNYA??!SY ORDER 3 MACAM N BAYAR 76RB, KOK YG DTG CUMA 1 PAKET PROMO HARGA 15RB AZA?! JUALAN SAMBIL NIPU YAH?! PDHL KALIAN OFFICIAL STORE LOH!! TOPED GIMANA NIH PERTANGGUNGJAWABANNYA?! KAPOK SY KALO GINI CARANYA!! BALIKIN UANG SY 60RB!!",Negative
alhamdulillah brng sdah sya trima. recomended,Positive
"Luar biasa respon dan pengirimannya.. Siang pesan, malam tiba.. Luar biasa.. ??????",Positive
"kaca depan banyak yg lecet, seperti barang retur d jual lagi.....",Negative
"begitu sampe langsung dibuat kreasi, anak2 seneng bgt. pengiriman jg cepat, makasih seller",Positive
Buruk sepatu bukan kulit Kelebihan ongkir tidak kembali,Negative
semoga bisa ditingkatkan lagi QCnya. packing baik dengan bubblewrap jadi tidak mungkin patah dari pengiriman. sayang saya tidak ada video unboxing karena sebelumnya pernah beli dan sangat aman. mungkin saat jepit waktu packing posisinya tidak pas jadi ujungnya gompal.,Negative
"amat sangat disayangkan, pelayanannya sangat buruk. Barang sdh seminggu lbh masih statusnya menunggu kurir pick up, pembungkusnya jg sangat tdk layak. pembalut wanita dibungkus dengan plastik transparan saja tanpa box? Sangat mengecewakan",Negative
pengiriman pertama sudah expired. barang diganti baru tp expired nya terlalu mepet (jarak 3 bulan ke tanggal expired). seharusnya dicek dulu sebelum dikirim ke pembeli.,Negative
"BARANG RUSAK, TIDAK BISA ADI CHARGE . SEHINGA TIDAK BISA DIPAKAI. RESPON PENJUAL SANGAT LAMBAT !!. SAYA KECEWA SBGI PEMBELI !",Negative
"kantong sampahnya tebel, ga bocor, ga rembes. kualitas oke banget. saya selalu beli disini.",Positive
Penjual KUALITAS terbaik ini tanpa harus bertanya progres barang sudah langsung di kabari via chat kepada pembeli. Luar biasaaaaaaa Pertahankaannn,Positive
"deskripsi produk tdk jelas, usb tdk cocok di hp samsung",Negative
"mungil bntukny tp bnyak fungsi, kualitas mantaapppp",Positive
"salah kirim barang dan sudah dibantu bisa retur, namun setelah retur ternyata barang yg dikirim rusak (retak isi dalam eye shadow) nya, ini menunggu utk retur kembali. semoga dapat dibantu utk bisa retur kembali",Negative
"beli pertama warna biru, packing hanya plastik hitam. kurir instant datang2 lemas, katanya paket sempat jatuh dan terseret sedikit, plastik dan bantal sobek. kurir beratnggung jawab dan pesankan lagi warna hitam pakai toko online lain. hari ini tiba sama aja cuma dimasukkan plastik kresek padahal bukan instant dan setelah dibuka ada sobek pada sarung bantalnya. boleh sedikit usaha bungkus agak tebalan lah, pakai bubble wrap murah kok. kalau yang pertama pakai bubble wrap pasti ngga akan sobek plastik dan sarung bantalnya. barang lumayan karena pelit packing ya beginilah.",Negative
Sesuai deskripsi. Packing Positive.,Positive
jumlah barang yang dipesan dan barang yang sampai tidak sesuai,Negative
sudah sampai tapi tutupnya pecah ????,Negative
"saya sungguh kecewa dg membeli masker produk ini, krn isinya yh seharusnya 1 dos 20 pieces, ternyata ada 5 pieces masker tdk ada talinya shg tdk bisa digunakan sebagaimana mestinya, mohon perhatiannya, tks",Negative
"Pecah, packing kurang aman",Negative
"wanginya segeerr, nyaman buat baby saya klo lagi bapil. packaging rapih, seller ramaah. thank you, sukses terus yaa",Positive
Kayak *** pelayanannya,Negative
pengiriman nya hampir 1 minggu. agak kecewa,Negative
Jahitannya rapi. Ukuran sesuai. Nyaman dipakai. Modelnya keren,Positive
"Barang cepat sampai, tp ad sedikit keteken kardus hpnya. semoga gk kenapa� hpnya",Positive
Super kereen seller deh ini. Terima kasih bantuannya,Positive
"BARANG TIDAK DIKIRIM, DELI RAJA DRAMA DI ECOM SINI ATUPUN ORANYE. JANGAN LAGI BELI DISINI KALO MEREKA NGADAIN PROMO. SAAT COMPLAIN DAN MAU KEKURANGAN BARANG DIKIRIM PUN TIDAK DI ACC ALASAN STOK KOSONG. JADI DANA DIKEMBALIKAN SESUAI HARGA PROMO. KALO GA NIAT BIKIN PROMO TOLONG GA USAH BIKIN, KALO NAMA DELI JELEK KAN DELI SENDIRI YANG RUGI. BYE GA AKAN BELI DELI LAGI",Negative
"Packing rapi, kualitas produk ok, pengiriman sangat cepat, respon seller ok",Positive
"pelayananya buruk, harus ditingkat lg",Negative
"Packing perbaiki ,buku datang sudah penyok",Negative
"kecewa 0_1 th...anakku umur 5 bln GK muat, kain GK halus,GK melar, tipis kecewa pokoknya",Negative
"Belanja ke dua kalinya. Barang ori, packing super aman. Mantap gan�.??????",Positive
"Barang bagus sesuai deskripsi, pengiriman cepat...recommended seller.",Positive
warna tidak sesuai dengan digambar,Negative
ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl,Negative
Proses cepat produk bagus finising mulus.. Cuma saran om di bagian pengelam agak fi tingkatkan ada beberan sisi yg kurang nempel soal nya. Sama lobang buat gantungan nya agak d besarkan om. Terima kasih,Negative
"Barang tidak sesuai, dikasih masker yang lebih murah hrganya.",Negative
"kualitas pelayanan sama kayak pedagang emperan, atau bahkan lebih rendah,,, jangan beli di toko ini kalo tidak ingin kecewa, non ori, bukan agen atau distributor resmi jika dilihat dr pelayanannya sebagai info ya: barang tidak belum sy terima, dan sy membayar atas kualitas yang diberikan, jd harga pelayanan kalian hanya senilai 6000, kecil sekali ya????",Negative
MENYESAL GUE BELANJA DI TEMPAT LOE CUY,Negative
packing tdk dikemas dan asal kirim lgsung pdhal kondisi dusnya sudah rusak. mgkin karena harga barangnya murah Rp.25.000. jd tdk dikemas rapih.,Negative
"Cuman bisa dipanjangin sebelah, sebelah yang nga bs dipanjangin sudah karatan, karet yg dikasih mudah lepas, nga dikasih kotak, kondisi barang seperti barang seken, nga dikasih baut sama karet kecil, kalau emg ada double check dari pihak speeds knp hal sepele untuk satu produk aja bs begini kejadiannya?",Negative
barangnya lumayan tp kecewa sama respon penjual yg tidak membantu dan makin kecewa dengan pihak ekspedisi barang ga dikirim2 smpai saya harus ambil sendiri,Negative
"sangat kecewa baru buka dari kotaknya sudah ada pegangan karet kepalanya patah, ke dua saya mau ngecas batrai pengecasannya konslet untung tidak terjadi kebakaran, sangat2 kecewa berbelanja di sini",Negative
"Rasanya tidak sesuai ekspektasi, bener� kecewa. Yang emak hanya VALRHONA CHOCOLATE, sisanya gak enak semua. INTINYA: KECEWA",Negative
"pembelian kedua, semoga sehat lagi kucingnya",Positive
"ikat pinggangnya sendiri sih baiklah. yang masalah kepala ikat pinggangnya. Yang saya terima dibeberapa bagian cat mengelupas. Hal lain, setelah dipake, susah dilepas, ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat. Repot saat mau ganti pakaian.",Negative
"ga ngerti konsepnya gimana, pas dibuka pensilnya langsung patah gini hadeh",Negative
"produk cukup bagus, pas sesuai harga",Positive
Respon sangat lama sekali No recomended,Negative
"mantap, selalu ok sesuai produk deskripsi",Positive
"Hadiah Tempat Minum Lipatnya Mana? Qoq Tidak Ada!!! ???????????????????????????????????????????????????? Memang Ada Tulisan: Selama Persediaan Masih Ada, Tapi Kalau Hadiahnya sudah tidak ada Jangan ditampilkan lagi! itu namanya Pembohongan. Sudah Harganya tidak sesuai!!! Hadiahnya tidak ada lagi!!!",Negative
lamaaaaaa bngt kirimnya,Negative
"catatan: saya beli produk ini karna hadiahnya penting: hal yang perlu diperhatikan jika mengadakan hadiah/promo mesti transparan apakah hadiahnya atau tidak, apa lagi yang sangat disayangkan akun oficial store, dari pihak toko pedia juga mesti meninjau, apakah promosi ini transparan atau menjebak semoga tidak lagi yang kecewa seperti saya??",Negative
"Uda 2x beli di toko ini dan puas banget banget, adminnya baik banget karna butuh cepet dan selalu response. Thank you",Positive
"Barang sdh diterima sesuai deskripsi dan pengiriman cepat, thx",Positive
"sudah saya terima, belom tau kwalitasnya semoga awet en bener2 bagus.. thks alls??",Positive
"mantap, nyaman dipake, bahan premium, semoga awet dan selalu diskon harganya",Positive
barang nya rusak,Negative
"toples ada yang penyok 2, belum dipakai semua dr 30 pcs,,tapi gpp msh berfungsi.",Negative
udah 2x order di sini dengan produk yang sama... recommended seller...,Positive
"Tolong gan, ps3 nya ga mw tampilkab gambar di tv pakai hdmi...lampu power yg merah kedap kedip trus",Negative
"Memuaskan banget.pembelian ke2 ke korea, beli pertama ke vietnam...selalu puas,lgs konek bgt nyampe tempat tujuan...",Positive
"Nyaman dipakai ?? Bahannya enak, fitting buat lari banget. Kekecilan sebenernya, tapi tenang ada garansi 45 hari & bisa tuker size Produk original ??",Positive
yang dateng sangat-sangat beda dengan yang di foto,Negative
"dasternya adem ya iyalah pada bolong/sobek gitu ya jelas ademnya,,mentang2 gretongan,,,haahaaa parah asli",Negative
"Produk sesuai deskripsi. pemasangan mudah, kualitas gambar bagus pakai aplikasi V380 pro",Positive
"istri saya suka sekali, motif hewannya bagus tidak terlihat seperti sablon murahan, katanya pakai singlet aja gausah pake baju juga terlihat bagus. packing rapi, pengiriman cepat",Positive
bagus bgt topi nya nnti mau bli lgi ahh,Positive
Warnanya agak kurang sesuai gambar tapi overall bagus.,Positive
Sesuai deskripsi dan pesanan. Terimakasih,Positive
Pengiriman cepat. Kabel sesuai plus dikasih bonus pelindung kabel. Top lah ??,Positive
"Tidak sesuai ekspektasi, suara mic tetap kecil ga ada perubahan",Negative
warna tdk sesuai dg yg diinginkan,Negative
"barang tidak ada, komplain tidak direspon...pelajaran buat yg beli disini cek hati2 saat datang",Negative
barang amat sangat mengecewakan tidak layak pakai.. jangankan Untuk menahan beban 2kg untuk menahan beban nya sendiri ajah GK mampu(alias GK nempel),Negative
mantap!..jgn ragu2..langsung saja booking....recommended!..,Positive
Jahitan rapi. Warnanya cantik ??. Mudah dibentuk.,Positive
kualitas jelek. ngak mau pakai di smartphone,Negative
"Produk sesuai deskripsi??. Berfungsi dengan baik. dapet stiker jg,thx yaa",Positive
"Pas pertama datang barang nggak berfungsi. Coba2 lagi akhirnya sempat berfungsi. Suara keterima dgn baik. Transaksi langsung saya klik selesai. Tapi besoknya ternyata error lagi sampai sekarang. Sebetulnya di sisi penjual nggak ada masalah, pertanyaan dijawab dgn baik. Cuma produk error setlh transaksi diklik selesai. Nggak yakin juga bakal bisa diretur. Kepaksa ulasan diedit jadi bintang 1. Jadi balik lagi deh pake yg model kabel.",Negative
barang retak malas retur nanti lama lagi anaknya keburu sedih,Negative
"pembelian ke 2 beda 10 hari aja, kenapa pelet maxi nya beda ya, lebih kecil2 dr biasanya dan warna lebih gelap. aroma juga beda.",Negative
"pengiriman cepat, barang bagus packing rapi, terimakasih",Positive
Kecewa pesanan sama barang yang dikirim tidak sesuai,Negative
awal saya chat seller sudah kecewa karena seller sangat tidak ramah. ketika barang datang saya kecewa melihat pengemasan hanya menggunakan kertas bekas 1 lapis dan plastik. buku yg ada di dalam pun dalam kondisi kotor.,Negative
disuru pilih aromanya tapi yg dikirim gak sesuai... coba donk klo dagang online yg sesuai pembeli. pembeli adalah raja. belinya pake uang kok tdk minta,Negative
"Produk berfungsi dengan baik. Seller sangat komunikatif dan informatif. Dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! Pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari Jakarta ke Surabaya). Alatnya kecil dan praktis, tapi sangat fungsional. Nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat Netflix, NBA TV dan amazon prime. dapatnya lebih!). Tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. Dia makin oke semuanya kalau internet kita top juga.",Positive
kecewa ...minta ganti alamat mlh gk bisa,Negative
"recommended seller buat pelapak,sesuai pesanan.to markotop",Positive
"makasih banyak gan, sukses selaluu pelayanan mantapp barang asli. sukses selalu untuk seller dan semoga bisa terus kasih harga dan pelayanan yg mantapp",Positive
parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belom dibuka sama sekali dari kardus luarnya. begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka dan didalamnya isi parfum tinggal sedikit sekali.. saya tidak tahu yg bermasalah di oengemasan atau pengiriman. mohon bisa dievaluasi lagi terimakasih,Negative
"Barang yang sampai cacat, tidak ngisi baterai stick nya",Negative
